usuario_id,version,pagina,concejo,producto_visto,tiempo_sesion_seg,convirtio
4963,B,moderna,Oviedo,Sérum de rosa mosqueta,295,0
7946,B,moderna,Oviedo,Aceite de argán artesanal,32,0
294,A,vintage_rosa,Oviedo,Crema de lavanda y miel,313,0
5849,B,moderna,Lena,Champú sólido de romero,171,0
3648,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,377,0
7031,B,moderna,Siero,Jabón de avena y caléndula,185,0
6588,B,moderna,Gijón,Crema de lavanda y miel,72,1
5799,B,moderna,Gijón,Aceite de argán artesanal,91,0
7540,B,moderna,Oviedo,Aceite de argán artesanal,375,0
2685,A,vintage_rosa,Oviedo,Acondicionador de ortiga,317,0
1150,A,vintage_rosa,Carreño,Acondicionador de ortiga,419,0
1756,A,vintage_rosa,Castrillón,Bálsamo labial de cera de abeja,264,0
6809,B,moderna,Oviedo,Acondicionador de ortiga,229,0
1722,A,vintage_rosa,Gijón,Acondicionador de ortiga,242,0
6423,B,moderna,Langreo,Champú sólido de romero,233,0
6051,B,moderna,Siero,Sérum de rosa mosqueta,248,0
2686,A,vintage_rosa,Gijón,Jabón de avena y caléndula,310,0
3528,A,vintage_rosa,Mieres,Sérum de rosa mosqueta,121,0
2572,A,vintage_rosa,San Martín del Rey Aurelio,Crema de lavanda y miel,76,0
2349,A,vintage_rosa,Siero,Mascarilla de arcilla verde,416,0
5710,B,moderna,Castrillón,Aceite de argán artesanal,189,0
4455,B,moderna,Avilés,Mascarilla de arcilla verde,87,0
2313,A,vintage_rosa,Avilés,Bálsamo labial de cera de abeja,226,0
7044,B,moderna,Gijón,Aceite de argán artesanal,38,0
7785,B,moderna,Oviedo,Mascarilla de arcilla verde,134,0
5150,B,moderna,Oviedo,Acondicionador de ortiga,394,0
6631,B,moderna,Gijón,Mascarilla de arcilla verde,351,0
4103,B,moderna,Mieres,Sérum de rosa mosqueta,63,0
6813,B,moderna,Oviedo,Mascarilla de arcilla verde,153,0
4909,B,moderna,Langreo,Jabón de avena y caléndula,365,0
374,A,vintage_rosa,Langreo,Sérum de rosa mosqueta,152,0
6280,B,moderna,Oviedo,Bálsamo labial de cera de abeja,92,0
5784,B,moderna,Siero,Bálsamo labial de cera de abeja,318,0
1868,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,198,0
6735,B,moderna,Gijón,Mascarilla de arcilla verde,365,0
4393,B,moderna,Castrillón,Champú sólido de romero,396,0
5460,B,moderna,Oviedo,Bálsamo labial de cera de abeja,53,0
1747,A,vintage_rosa,Gijón,Acondicionador de ortiga,271,0
2442,A,vintage_rosa,Avilés,Champú sólido de romero,35,0
4787,B,moderna,Avilés,Aceite de argán artesanal,87,0
4339,B,moderna,Oviedo,Sérum de rosa mosqueta,30,0
4252,B,moderna,Avilés,Sérum de rosa mosqueta,136,0
2289,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,399,0
3034,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,292,0
2639,A,vintage_rosa,Nava,Champú sólido de romero,308,0
1394,A,vintage_rosa,Avilés,Bálsamo labial de cera de abeja,305,0
813,A,vintage_rosa,Gijón,Crema de lavanda y miel,353,0
5061,B,moderna,Oviedo,Crema de lavanda y miel,245,0
1859,A,vintage_rosa,Gozón,Mascarilla de arcilla verde,67,0
1870,A,vintage_rosa,Mieres,Crema de lavanda y miel,315,0
6111,B,moderna,Oviedo,Jabón de avena y caléndula,389,0
2875,A,vintage_rosa,Castrillón,Mascarilla de arcilla verde,393,0
4388,B,moderna,Gijón,Mascarilla de arcilla verde,240,0
4770,B,moderna,Mieres,Champú sólido de romero,386,0
6365,B,moderna,Oviedo,Aceite de argán artesanal,386,0
7255,B,moderna,Oviedo,Crema de lavanda y miel,341,0
2284,A,vintage_rosa,Gijón,Acondicionador de ortiga,103,0
1721,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,328,0
4589,B,moderna,Gijón,Bálsamo labial de cera de abeja,135,0
3533,A,vintage_rosa,Oviedo,Aceite de argán artesanal,281,0
7266,B,moderna,Castrillón,Bálsamo labial de cera de abeja,276,0
922,A,vintage_rosa,Oviedo,Jabón de avena y caléndula,52,0
323,A,vintage_rosa,Siero,Jabón de avena y caléndula,82,0
7214,B,moderna,Mieres,Aceite de argán artesanal,358,0
6914,B,moderna,Gijón,Acondicionador de ortiga,172,0
6189,B,moderna,Piloña,Champú sólido de romero,222,0
3470,A,vintage_rosa,Gijón,Mascarilla de arcilla verde,164,0
5367,B,moderna,Avilés,Jabón de avena y caléndula,201,0
7932,B,moderna,Cangas del Narcea,Sérum de rosa mosqueta,406,1
7659,B,moderna,Gijón,Sérum de rosa mosqueta,419,0
4994,B,moderna,Teverga,Champú sólido de romero,227,0
232,A,vintage_rosa,Avilés,Champú sólido de romero,363,0
1942,A,vintage_rosa,Oviedo,Aceite de argán artesanal,236,0
6881,B,moderna,Oviedo,Bálsamo labial de cera de abeja,152,0
7242,B,moderna,Mieres,Mascarilla de arcilla verde,386,0
1080,A,vintage_rosa,Nava,Acondicionador de ortiga,197,0
7980,B,moderna,Langreo,Crema de lavanda y miel,127,0
1116,A,vintage_rosa,Avilés,Sérum de rosa mosqueta,111,0
6094,B,moderna,Gijón,Champú sólido de romero,307,0
6833,B,moderna,Oviedo,Bálsamo labial de cera de abeja,75,0
1468,A,vintage_rosa,Oviedo,Acondicionador de ortiga,88,0
5769,B,moderna,Gijón,Acondicionador de ortiga,61,0
5715,B,moderna,Avilés,Bálsamo labial de cera de abeja,101,0
1579,A,vintage_rosa,Siero,Aceite de argán artesanal,340,0
6959,B,moderna,Oviedo,Crema de lavanda y miel,179,0
6862,B,moderna,Cangas del Narcea,Jabón de avena y caléndula,42,0
2127,A,vintage_rosa,Siero,Aceite de argán artesanal,101,0
6203,B,moderna,Gijón,Bálsamo labial de cera de abeja,357,0
1451,A,vintage_rosa,Avilés,Aceite de argán artesanal,187,0
5068,B,moderna,Avilés,Bálsamo labial de cera de abeja,366,0
3050,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,220,0
5008,B,moderna,Mieres,Bálsamo labial de cera de abeja,89,1
5329,B,moderna,Cudillero,Mascarilla de arcilla verde,247,0
7602,B,moderna,Oviedo,Champú sólido de romero,383,0
6129,B,moderna,Langreo,Jabón de avena y caléndula,260,1
7825,B,moderna,Avilés,Mascarilla de arcilla verde,122,0
5398,B,moderna,Oviedo,Mascarilla de arcilla verde,347,0
1489,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,263,0
7279,B,moderna,Oviedo,Mascarilla de arcilla verde,101,0
5489,B,moderna,Langreo,Jabón de avena y caléndula,372,0
5275,B,moderna,Avilés,Bálsamo labial de cera de abeja,69,0
7828,B,moderna,San Martín del Rey Aurelio,Aceite de argán artesanal,161,0
5649,B,moderna,Oviedo,Bálsamo labial de cera de abeja,311,0
2826,A,vintage_rosa,Carreño,Sérum de rosa mosqueta,258,0
1515,A,vintage_rosa,Gijón,Champú sólido de romero,84,0
266,A,vintage_rosa,Mieres,Sérum de rosa mosqueta,367,0
1,A,vintage_rosa,Oviedo,Champú sólido de romero,254,0
1452,A,vintage_rosa,Siero,Crema de lavanda y miel,170,0
3609,A,vintage_rosa,Cangas del Narcea,Aceite de argán artesanal,202,0
4983,B,moderna,Siero,Sérum de rosa mosqueta,194,0
2900,A,vintage_rosa,Gijón,Champú sólido de romero,245,0
7812,B,moderna,Avilés,Acondicionador de ortiga,312,0
839,A,vintage_rosa,Avilés,Jabón de avena y caléndula,395,0
15,A,vintage_rosa,Gijón,Jabón de avena y caléndula,234,0
3919,A,vintage_rosa,Langreo,Aceite de argán artesanal,67,0
4618,B,moderna,Oviedo,Sérum de rosa mosqueta,152,0
7377,B,moderna,Oviedo,Mascarilla de arcilla verde,394,0
6966,B,moderna,Gijón,Champú sólido de romero,378,0
9,A,vintage_rosa,Siero,Mascarilla de arcilla verde,320,0
6505,B,moderna,Oviedo,Bálsamo labial de cera de abeja,206,0
2906,A,vintage_rosa,Gijón,Crema de lavanda y miel,175,0
2250,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,117,0
1040,A,vintage_rosa,Oviedo,Aceite de argán artesanal,328,0
3906,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,353,0
6035,B,moderna,Langreo,Acondicionador de ortiga,307,0
3617,A,vintage_rosa,Avilés,Jabón de avena y caléndula,163,0
7702,B,moderna,Langreo,Sérum de rosa mosqueta,404,0
3681,A,vintage_rosa,Mieres,Champú sólido de romero,106,0
340,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,389,0
122,A,vintage_rosa,San Martín del Rey Aurelio,Acondicionador de ortiga,326,0
5459,B,moderna,Avilés,Aceite de argán artesanal,373,0
6400,B,moderna,Gijón,Sérum de rosa mosqueta,276,0
1091,A,vintage_rosa,Piloña,Aceite de argán artesanal,240,0
6412,B,moderna,Nava,Jabón de avena y caléndula,307,0
1373,A,vintage_rosa,Carreño,Bálsamo labial de cera de abeja,199,0
6022,B,moderna,San Martín del Rey Aurelio,Mascarilla de arcilla verde,254,1
1318,A,vintage_rosa,Mieres,Acondicionador de ortiga,228,0
623,A,vintage_rosa,Oviedo,Acondicionador de ortiga,102,0
1420,A,vintage_rosa,Cangas del Narcea,Bálsamo labial de cera de abeja,106,0
6068,B,moderna,Oviedo,Jabón de avena y caléndula,166,0
7915,B,moderna,Gijón,Aceite de argán artesanal,337,0
2500,A,vintage_rosa,Oviedo,Jabón de avena y caléndula,58,0
4329,B,moderna,Oviedo,Bálsamo labial de cera de abeja,217,0
3721,A,vintage_rosa,Oviedo,Jabón de avena y caléndula,332,0
4999,B,moderna,Langreo,Aceite de argán artesanal,319,1
3144,A,vintage_rosa,Avilés,Mascarilla de arcilla verde,86,0
1411,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,369,0
4483,B,moderna,Oviedo,Aceite de argán artesanal,335,0
2822,A,vintage_rosa,Gijón,Acondicionador de ortiga,220,0
890,A,vintage_rosa,Gijón,Crema de lavanda y miel,413,0
6253,B,moderna,Gijón,Sérum de rosa mosqueta,315,0
7109,B,moderna,Gijón,Sérum de rosa mosqueta,141,0
7117,B,moderna,Siero,Aceite de argán artesanal,318,0
7537,B,moderna,Oviedo,Sérum de rosa mosqueta,326,0
7880,B,moderna,Avilés,Bálsamo labial de cera de abeja,107,0
4819,B,moderna,Mieres,Champú sólido de romero,325,0
197,A,vintage_rosa,Mieres,Champú sólido de romero,88,0
6439,B,moderna,Gijón,Aceite de argán artesanal,332,0
4056,B,moderna,Gijón,Jabón de avena y caléndula,65,0
416,A,vintage_rosa,Oviedo,Aceite de argán artesanal,69,0
3218,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,337,0
7213,B,moderna,Avilés,Crema de lavanda y miel,291,0
4664,B,moderna,Oviedo,Crema de lavanda y miel,250,0
433,A,vintage_rosa,Siero,Jabón de avena y caléndula,310,0
6193,B,moderna,Oviedo,Jabón de avena y caléndula,155,0
3940,A,vintage_rosa,Oviedo,Acondicionador de ortiga,338,0
3455,A,vintage_rosa,Piloña,Sérum de rosa mosqueta,226,0
7547,B,moderna,Gijón,Aceite de argán artesanal,406,0
3735,A,vintage_rosa,Gijón,Acondicionador de ortiga,226,0
2158,A,vintage_rosa,Oviedo,Aceite de argán artesanal,76,0
5431,B,moderna,Oviedo,Mascarilla de arcilla verde,55,0
1109,A,vintage_rosa,Langreo,Acondicionador de ortiga,410,1
5629,B,moderna,Siero,Crema de lavanda y miel,69,0
7822,B,moderna,Oviedo,Sérum de rosa mosqueta,256,0
2281,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,234,0
6713,B,moderna,Oviedo,Mascarilla de arcilla verde,304,0
7226,B,moderna,Carreño,Aceite de argán artesanal,229,0
3072,A,vintage_rosa,Siero,Jabón de avena y caléndula,391,0
1196,A,vintage_rosa,Villaviciosa,Jabón de avena y caléndula,217,0
3482,A,vintage_rosa,Avilés,Mascarilla de arcilla verde,137,0
5752,B,moderna,Gozón,Sérum de rosa mosqueta,292,0
605,A,vintage_rosa,Gijón,Champú sólido de romero,283,0
3108,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,386,0
881,A,vintage_rosa,Gijón,Jabón de avena y caléndula,75,0
1220,A,vintage_rosa,Oviedo,Jabón de avena y caléndula,52,0
2649,A,vintage_rosa,Oviedo,Crema de lavanda y miel,286,0
2458,A,vintage_rosa,Siero,Champú sólido de romero,207,0
6367,B,moderna,Siero,Crema de lavanda y miel,76,0
5781,B,moderna,Oviedo,Aceite de argán artesanal,196,0
5124,B,moderna,Gijón,Acondicionador de ortiga,294,0
4326,B,moderna,Salas,Bálsamo labial de cera de abeja,391,1
6853,B,moderna,Gijón,Sérum de rosa mosqueta,207,0
5358,B,moderna,Gijón,Crema de lavanda y miel,120,0
1898,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,139,0
3985,A,vintage_rosa,Teverga,Sérum de rosa mosqueta,44,0
1707,A,vintage_rosa,Siero,Champú sólido de romero,60,0
1159,A,vintage_rosa,Villaviciosa,Acondicionador de ortiga,336,0
7047,B,moderna,Oviedo,Bálsamo labial de cera de abeja,360,0
4087,B,moderna,Gijón,Bálsamo labial de cera de abeja,196,0
6287,B,moderna,Piloña,Aceite de argán artesanal,48,1
4374,B,moderna,Gijón,Mascarilla de arcilla verde,338,0
2630,A,vintage_rosa,Oviedo,Mascarilla de arcilla verde,106,0
7805,B,moderna,Gijón,Bálsamo labial de cera de abeja,302,0
5289,B,moderna,Gijón,Jabón de avena y caléndula,66,0
4383,B,moderna,Cangas del Narcea,Aceite de argán artesanal,252,0
1871,A,vintage_rosa,Teverga,Champú sólido de romero,290,0
5815,B,moderna,Gijón,Acondicionador de ortiga,309,0
1865,A,vintage_rosa,Lena,Mascarilla de arcilla verde,131,0
4538,B,moderna,Langreo,Crema de lavanda y miel,145,0
7444,B,moderna,Gijón,Champú sólido de romero,297,0
2998,A,vintage_rosa,Oviedo,Champú sólido de romero,176,0
905,A,vintage_rosa,Oviedo,Crema de lavanda y miel,206,1
1447,A,vintage_rosa,Langreo,Sérum de rosa mosqueta,172,0
7505,B,moderna,Gijón,Aceite de argán artesanal,197,0
4831,B,moderna,Gijón,Acondicionador de ortiga,161,0
1887,A,vintage_rosa,Gijón,Crema de lavanda y miel,385,0
7803,B,moderna,Oviedo,Mascarilla de arcilla verde,211,0
5929,B,moderna,Avilés,Champú sólido de romero,252,0
5211,B,moderna,Oviedo,Sérum de rosa mosqueta,371,0
1566,A,vintage_rosa,Oviedo,Aceite de argán artesanal,38,0
3796,A,vintage_rosa,Siero,Jabón de avena y caléndula,173,0
7534,B,moderna,Siero,Bálsamo labial de cera de abeja,168,0
4210,B,moderna,San Martín del Rey Aurelio,Aceite de argán artesanal,263,0
2389,A,vintage_rosa,Langreo,Champú sólido de romero,252,0
6140,B,moderna,Avilés,Aceite de argán artesanal,381,0
3222,A,vintage_rosa,Gijón,Champú sólido de romero,283,0
3297,A,vintage_rosa,Siero,Crema de lavanda y miel,216,0
2624,A,vintage_rosa,Salas,Mascarilla de arcilla verde,417,0
4562,B,moderna,Siero,Bálsamo labial de cera de abeja,140,0
2400,A,vintage_rosa,Siero,Champú sólido de romero,60,0
5258,B,moderna,Gijón,Acondicionador de ortiga,408,0
2304,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,125,0
4914,B,moderna,Carreño,Bálsamo labial de cera de abeja,118,0
5194,B,moderna,Gozón,Champú sólido de romero,174,0
4303,B,moderna,Oviedo,Crema de lavanda y miel,260,0
6154,B,moderna,Oviedo,Bálsamo labial de cera de abeja,390,0
4616,B,moderna,Siero,Jabón de avena y caléndula,168,0
255,A,vintage_rosa,Gijón,Champú sólido de romero,366,0
5282,B,moderna,Oviedo,Crema de lavanda y miel,193,0
1114,A,vintage_rosa,Avilés,Acondicionador de ortiga,49,0
2261,A,vintage_rosa,Mieres,Crema de lavanda y miel,398,0
222,A,vintage_rosa,Avilés,Acondicionador de ortiga,77,0
268,A,vintage_rosa,Langreo,Crema de lavanda y miel,258,0
108,A,vintage_rosa,Mieres,Sérum de rosa mosqueta,398,0
4728,B,moderna,Oviedo,Acondicionador de ortiga,332,0
1227,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,313,1
2836,A,vintage_rosa,Cangas del Narcea,Acondicionador de ortiga,42,0
5712,B,moderna,Villaviciosa,Bálsamo labial de cera de abeja,82,1
7295,B,moderna,Siero,Champú sólido de romero,258,0
5571,B,moderna,Oviedo,Aceite de argán artesanal,64,0
1513,A,vintage_rosa,Nava,Crema de lavanda y miel,372,0
5036,B,moderna,Cangas del Narcea,Mascarilla de arcilla verde,326,0
3204,A,vintage_rosa,Carreño,Sérum de rosa mosqueta,355,0
304,A,vintage_rosa,Siero,Sérum de rosa mosqueta,338,0
4429,B,moderna,Oviedo,Champú sólido de romero,260,0
4102,B,moderna,Oviedo,Sérum de rosa mosqueta,139,0
3694,A,vintage_rosa,Gijón,Crema de lavanda y miel,294,0
4943,B,moderna,Gijón,Jabón de avena y caléndula,329,0
7362,B,moderna,Lena,Jabón de avena y caléndula,344,0
1211,A,vintage_rosa,Oviedo,Acondicionador de ortiga,94,0
5308,B,moderna,Oviedo,Jabón de avena y caléndula,253,0
2958,A,vintage_rosa,Carreño,Jabón de avena y caléndula,380,0
6920,B,moderna,Oviedo,Sérum de rosa mosqueta,41,1
1437,A,vintage_rosa,Oviedo,Sérum de rosa mosqueta,295,1
5980,B,moderna,Gijón,Bálsamo labial de cera de abeja,118,0
7754,B,moderna,Langreo,Champú sólido de romero,186,0
5493,B,moderna,Gijón,Champú sólido de romero,189,0
377,A,vintage_rosa,Gozón,Mascarilla de arcilla verde,368,0
2689,A,vintage_rosa,Avilés,Champú sólido de romero,95,0
2116,A,vintage_rosa,Gijón,Jabón de avena y caléndula,385,0
7220,B,moderna,Oviedo,Mascarilla de arcilla verde,243,0
756,A,vintage_rosa,Castrillón,Champú sólido de romero,123,0
292,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,122,0
2996,A,vintage_rosa,Carreño,Sérum de rosa mosqueta,287,0
4059,B,moderna,Gozón,Bálsamo labial de cera de abeja,359,0
1544,A,vintage_rosa,Gijón,Champú sólido de romero,162,0
4161,B,moderna,Langreo,Bálsamo labial de cera de abeja,343,0
189,A,vintage_rosa,Avilés,Bálsamo labial de cera de abeja,113,0
4926,B,moderna,Piloña,Bálsamo labial de cera de abeja,383,0
1202,A,vintage_rosa,Gijón,Jabón de avena y caléndula,409,0
7479,B,moderna,Avilés,Acondicionador de ortiga,330,0
6559,B,moderna,Oviedo,Sérum de rosa mosqueta,147,0
1537,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,78,0
7593,B,moderna,Oviedo,Bálsamo labial de cera de abeja,209,0
4598,B,moderna,Gijón,Acondicionador de ortiga,138,0
502,A,vintage_rosa,Avilés,Aceite de argán artesanal,85,0
4680,B,moderna,Siero,Crema de lavanda y miel,319,0
3107,A,vintage_rosa,Langreo,Champú sólido de romero,191,0
2648,A,vintage_rosa,Avilés,Sérum de rosa mosqueta,48,0
1540,A,vintage_rosa,Avilés,Aceite de argán artesanal,248,0
3981,A,vintage_rosa,Gozón,Sérum de rosa mosqueta,319,0
4476,B,moderna,Piloña,Aceite de argán artesanal,326,1
4710,B,moderna,Gijón,Sérum de rosa mosqueta,346,0
6836,B,moderna,Gijón,Aceite de argán artesanal,356,0
7407,B,moderna,Avilés,Champú sólido de romero,108,0
673,A,vintage_rosa,Gijón,Crema de lavanda y miel,190,0
6905,B,moderna,Gijón,Acondicionador de ortiga,238,0
6673,B,moderna,Oviedo,Jabón de avena y caléndula,169,0
6982,B,moderna,Avilés,Sérum de rosa mosqueta,112,0
2477,A,vintage_rosa,Gijón,Acondicionador de ortiga,179,0
4205,B,moderna,Oviedo,Sérum de rosa mosqueta,249,0
6981,B,moderna,Gijón,Crema de lavanda y miel,356,0
6406,B,moderna,Cangas del Narcea,Acondicionador de ortiga,305,0
7616,B,moderna,San Martín del Rey Aurelio,Mascarilla de arcilla verde,273,0
6277,B,moderna,Villaviciosa,Mascarilla de arcilla verde,172,0
1193,A,vintage_rosa,Oviedo,Bálsamo labial de cera de abeja,94,0
6821,B,moderna,Oviedo,Aceite de argán artesanal,345,0
7963,B,moderna,Gijón,Sérum de rosa mosqueta,38,0
6430,B,moderna,Oviedo,Bálsamo labial de cera de abeja,315,0
7208,B,moderna,Gijón,Mascarilla de arcilla verde,125,0
1514,A,vintage_rosa,Gijón,Jabón de avena y caléndula,162,0
217,A,vintage_rosa,Oviedo,Mascarilla de arcilla verde,310,0
4605,B,moderna,Gijón,Sérum de rosa mosqueta,366,0
5426,B,moderna,Siero,Bálsamo labial de cera de abeja,351,0
422,A,vintage_rosa,Castrillón,Crema de lavanda y miel,86,0
506,A,vintage_rosa,Gijón,Aceite de argán artesanal,315,0
5317,B,moderna,Gijón,Sérum de rosa mosqueta,237,0
7116,B,moderna,Castrillón,Bálsamo labial de cera de abeja,55,0
4459,B,moderna,Langreo,Mascarilla de arcilla verde,336,0
3071,A,vintage_rosa,Langreo,Jabón de avena y caléndula,187,1
1583,A,vintage_rosa,Siero,Acondicionador de ortiga,139,0
507,A,vintage_rosa,Salas,Mascarilla de arcilla verde,297,0
2178,A,vintage_rosa,Siero,Aceite de argán artesanal,193,0
7686,B,moderna,Langreo,Jabón de avena y caléndula,323,0
7003,B,moderna,Oviedo,Crema de lavanda y miel,392,0
4845,B,moderna,Gijón,Crema de lavanda y miel,205,0
6479,B,moderna,Oviedo,Aceite de argán artesanal,148,0
7452,B,moderna,Mieres,Sérum de rosa mosqueta,110,0
1966,A,vintage_rosa,Avilés,Aceite de argán artesanal,99,1
4141,B,moderna,Nava,Champú sólido de romero,385,0
3612,A,vintage_rosa,Gijón,Aceite de argán artesanal,247,0
4099,B,moderna,Gijón,Mascarilla de arcilla verde,315,0
3351,A,vintage_rosa,Gijón,Mascarilla de arcilla verde,112,0
6469,B,moderna,Mieres,Mascarilla de arcilla verde,361,0
5131,B,moderna,Langreo,Champú sólido de romero,329,0
2578,A,vintage_rosa,Siero,Aceite de argán artesanal,39,0
348,A,vintage_rosa,Gijón,Jabón de avena y caléndula,38,0
7066,B,moderna,Langreo,Bálsamo labial de cera de abeja,124,0
6716,B,moderna,Avilés,Aceite de argán artesanal,331,0
334,A,vintage_rosa,Gijón,Bálsamo labial de cera de abeja,252,0
4828,B,moderna,Oviedo,Crema de lavanda y miel,260,0
6947,B,moderna,Langreo,Jabón de avena y caléndula,33,0
7956,B,moderna,Langreo,Sérum de rosa mosqueta,198,0
3394,A,vintage_rosa,Oviedo,Sérum de rosa mosqueta,388,0
6591,B,moderna,Mieres,Acondicionador de ortiga,242,0
7002,B,moderna,Siero,Aceite de argán artesanal,351,0
6174,B,moderna,Avilés,Champú sólido de romero,230,0
7493,B,moderna,Nava,Aceite de argán artesanal,289,0
3622,A,vintage_rosa,Gijón,Acondicionador de ortiga,338,0
5521,B,moderna,Oviedo,Bálsamo labial de cera de abeja,341,0
747,A,vintage_rosa,Oviedo,Acondicionador de ortiga,322,0
1564,A,vintage_rosa,Oviedo,Jabón de avena y caléndula,308,0
7923,B,moderna,Gijón,Crema de lavanda y miel,158,0
3039,A,vintage_rosa,Gijón,Mascarilla de arcilla verde,326,0
3308,A,vintage_rosa,Gijón,Aceite de argán artesanal,359,1
4619,B,moderna,Gijón,Crema de lavanda y miel,157,0
6435,B,moderna,Langreo,Acondicionador de ortiga,305,0
2276,A,vintage_rosa,Siero,Acondicionador de ortiga,109,1
6871,B,moderna,Siero,Champú sólido de romero,144,0
2334,A,vintage_rosa,Langreo,Sérum de rosa mosqueta,71,0
2993,A,vintage_rosa,Avilés,Crema de lavanda y miel,201,0
5897,B,moderna,Siero,Mascarilla de arcilla verde,346,0
6387,B,moderna,Avilés,Jabón de avena y caléndula,368,0
7398,B,moderna,Gijón,Acondicionador de ortiga,85,0
2928,A,vintage_rosa,Lena,Crema de lavanda y miel,84,0
260,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,187,0
7329,B,moderna,Oviedo,Bálsamo labial de cera de abeja,59,0
5705,B,moderna,Gijón,Bálsamo labial de cera de abeja,212,0
5313,B,moderna,Langreo,Jabón de avena y caléndula,138,0
6788,B,moderna,San Martín del Rey Aurelio,Bálsamo labial de cera de abeja,78,0
381,A,vintage_rosa,Gijón,Aceite de argán artesanal,386,0
5169,B,moderna,Carreño,Jabón de avena y caléndula,182,1
2570,A,vintage_rosa,Cangas del Narcea,Champú sólido de romero,106,0
2228,A,vintage_rosa,Siero,Aceite de argán artesanal,218,0
600,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,391,0
1845,A,vintage_rosa,Piloña,Bálsamo labial de cera de abeja,118,0
46,A,vintage_rosa,Siero,Acondicionador de ortiga,44,0
1445,A,vintage_rosa,Villaviciosa,Bálsamo labial de cera de abeja,397,0
1653,A,vintage_rosa,Gijón,Crema de lavanda y miel,402,0
1587,A,vintage_rosa,Langreo,Acondicionador de ortiga,157,0
5118,B,moderna,Gijón,Jabón de avena y caléndula,322,0
1894,A,vintage_rosa,Gijón,Jabón de avena y caléndula,356,0
5325,B,moderna,Oviedo,Acondicionador de ortiga,178,0
5575,B,moderna,Cangas del Narcea,Sérum de rosa mosqueta,339,0
5134,B,moderna,Cangas del Narcea,Aceite de argán artesanal,322,0
5323,B,moderna,Gijón,Crema de lavanda y miel,37,0
4382,B,moderna,Oviedo,Crema de lavanda y miel,181,1
7652,B,moderna,Oviedo,Bálsamo labial de cera de abeja,256,0
2692,A,vintage_rosa,Siero,Aceite de argán artesanal,105,0
2311,A,vintage_rosa,Avilés,Acondicionador de ortiga,161,0
3791,A,vintage_rosa,Gijón,Sérum de rosa mosqueta,44,0
7019,B,moderna,Avilés,Mascarilla de arcilla verde,95,0
6227,B,moderna,Teverga,Acondicionador de ortiga,289,0
3380,A,vintage_rosa,Langreo,Crema de lavanda y miel,408,0
4016,B,moderna,Mieres,Crema de lavanda y miel,104,0
1601,A,vintage_rosa,Gijón,Crema de lavanda y miel,297,0
6635,B,moderna,Avilés,Mascarilla de arcilla verde,72,0
5689,B,moderna,Avilés,Bálsamo labial de cera de abeja,132,0
3361,A,vintage_rosa,Castrillón,Jabón de avena y caléndula,409,0
6275,B,moderna,Gijón,Sérum de rosa mosqueta,179,0
2852,A,vintage_rosa,Gijón,Mascarilla de arcilla verde,300,0
4447,B,moderna,Gijón,Bálsamo labial de cera de abeja,222,0
5820,B,moderna,Gijón,Mascarilla de arcilla verde,308,0
1299,A,vintage_rosa,Siero,Jabón de avena y caléndula,97,1
427,A,vintage_rosa,Oviedo,Jabón de avena y caléndula,116,0
3442,A,vintage_rosa,Avilés,Bálsamo labial de cera de abeja,88,0
806,A,vintage_rosa,Mieres,Mascarilla de arcilla verde,355,0
2274,A,vintage_rosa,Siero,Mascarilla de arcilla verde,227,0
411,A,vintage_rosa,Oviedo,Champú sólido de romero,266,0
6694,B,moderna,Siero,Acondicionador de ortiga,290,0
666,A,vintage_rosa,Gijón,Champú sólido de romero,68,0
2463,A,vintage_rosa,Siero,Jabón de avena y caléndula,175,0
439,A,vintage_rosa,Langreo,Jabón de avena y caléndula,307,0
5526,B,moderna,Avilés,Jabón de avena y caléndula,380,0
7131,B,moderna,Avilés,Acondicionador de ortiga,344,0
435,A,vintage_rosa,Gijón,Crema de lavanda y miel,281,0
5266,B,moderna,Gozón,Bálsamo labial de cera de abeja,412,0
752,A,vintage_rosa,Piloña,Crema de lavanda y miel,156,0
1953,A,vintage_rosa,Siero,Champú sólido de romero,103,0
2134,A,vintage_rosa,Avilés,Jabón de avena y caléndula,187,0
